really nice nice one,positive
decent product some parts are brokenwhen received,negative
does the job too much scratches,negative
decent product not god as price,positive
absolute rubbish! screws are not strength wall mounting bracket also very week wood quality not good,negative
expected a better product useless product,negative
good choice supper sir thank u,positive
wonderful quality product,positive
fabulous! good,positive
highly recommended its amazing looks very beautiful,positive
nice product good product,positive
worth the money good,positive
delightful good but costly,positive
must buy! nice product delivery on time offordable price,positive
moderate dont buy this not good wood,negative
super! very good and strong product,positive
terrific nyc product,positive
perfect product! good,positive
pretty good good,positive
just wow! nice product,positive
fair nice product,positive
worth every penny very nyc1but im not attended by installation serviceso upset a little bit,negative
must buy! very nice,positive
mind-blowing purchase nice one easy to install finishing is perfect,positive
fair more expensive and poor finishing,negative
worst experience ever! worst measurements,negative
not recommended at all dont buy this product,negative
mind-blowing purchase good quality product,positive
nice product is good but wood is not good,positive
expected a better product poor board quality,negative
fabulous! top quality product,positive
bad quality west fellows given missed side shlaves and returns policy is there but only damaged or broken option,negative
wonderful the tv unit is best fit for tv size 32 to 40 inchthe quality is good with this price range,positive
could be way better i received cornor damage waste of money there is no neat fitting i booked white but i got grey,negative
really nice very good,positive
waste of money! size is small poor quality high price dont buy,negative
nice its ok ok product,positive
mind-blowing purchase super quality i like the product,positive
pretty good as of now i just ordered and installed this cabinet but overall i have seen the appearance of this product is very good i hope it will work for us for a long time,positive
best in the market! good quality i liked it,positive
delightful good product,positive
must buy! colour is good and durability is also good we did not get installation but we have adjust by overself over all the products looks good and attractive,positive
mind-blowing purchase super quality,positive
brilliant best quality thanks flipkart,positive
very good good,positive
terrific super,positive
just wow! quality good very nice thanku,positive
good nice but not for installation support,negative
mind-blowing purchase waoo so cute and i m happy ty flipcart,positive
wonderful product is very nice but they didnt give instalation delivery is on time,positive
does the job satisfied looks grand,positive
good choice nice product,positive
wonderful excellent product,positive
worth every penny best product we install the product new experience,positive
fabulous! awesome delivery and quality product,positive
awesome look is too good material quality is very much good i like this product due to its material and fitting assembly easy to fit at home,positive
good choice good,positive
worth the money delivery it happened before estimated delivery date product quality it is outstanding at this cost value for moneypacking packing is just perfect other review the side shelves are really very small in size the fittings of side panel is perfect fittings of main panel is not so nice the screws for main panel is really small suggestion please improve fittings of main panel need some support in middle too thick screw required over all its an outstanding produc,positive
wonderful delivery delivered before the estimated delivery dateproduct quality it is outstanding at this cost value for moneypacking packing was good other review the side shelves are really very small in size as i ordered grey white white panel was not looking brand new suggestion please improve size of side shelves white panel has to be rapped with cover as it is easily get polluted installation from your team will be appreciated over all its an outstandin,positive
worth the money very good material and great packing quality all fittings is very clean and clear i install by me also thanks,positive
great product great product worth to buy best simply awesome,positive
mind-blowing purchase simple and perfect,positive
worth every penny value of money,positive
worth the money such a wonderful tv unit just amazing thank you flipkart and furnifry furnitureplease provide installation as wellbecause we dont have the drilling machine to do it outside carpenter charge more than 1000 for 2500 product dont know why flipkart changed their policy for installation of furniture,positive
fabulous! super,positive
great product excellent product,positive
best in the market! good product for this range,positive
classy product nice,positive
delightful nice product,positive
really nice easy to install,positive
worth the money product is premium given 2 screw are too small or thin that it cant hold the wall mount i damaged my wall and the product trying to mount it that too with the help of a professional then later was able to do so using wooden wall fillings,negative
simply awesome its look very nice,positive
mind-blowing purchase very nice product,positive
fabulous! simply superb,positive
terrific purchase very nicely thanks,positive
fabulous! cool,positive
wonderful nice product but give more instructions about fittings we just stuck with screws,negative
terrific purchase good product it looks so nice thank you flipkart,positive
absolute rubbish! first and last purchase of a furniture product from flipkart worst quality ever one can provide,negative
fabulous! very nice,positive
good choice best in class,positive
pretty good value for money medium hall looking great then assembled,positive
classy product this was awesome experience with flipkart good quality product paisa vasool,positive
nice product good product,positive
best in the market! excellent producti m very happy,positive
wonderful amazing item thanks flipkart,positive
great product quality of this product is very expensive but i recommend this product to those buyers who have only 3243 inches tvs,positive
wonderful nice product good one,positive
best in the market! very nice product but when it comes to installation it is a diy,positive
super! nice product easy installation with video quality product,positive
super! price worthy nice product,positive
wonderful worth of money for this product and looking very nice thanks to this product,positive
classy product easy installation class design,positive
super! awesome purchase,positive
good choice good product,positive
fabulous! free free to go for it,positive
excellent love that product well and good with this price,positive
hated it! poor in quality,negative
worth every penny very very nice product,positive
worst experience ever! very poor quality physical product is very different from advertised product no comparison at all,negative
absolute rubbish! not satisfied with the product first received a broken set returned and received the second set in that also the shelves were broken completely dissatisfied with the product waste of money,negative
classy product good product and value for money and good delivery,positive
very good good but little small sizegood buy,positive
good quality product its really wonderful,positive
classy product very nice product,positive
slightly disappointed quality is ok but width of side shelves is 20 cms which is less than mentioned in description ie 25 cms,positive
terrible product received a damage item side selves are very small also installation has been done my self very very disappointed on flipkart,negative
unsatisfactory got the item with damage in two areas,negative
could be way better not satisfied with the product and the commitment size is too small by as mentioned in the picture measured and found that its length width breadth all less by 3 4 inches looks like toy,positive
terrific purchase value of money packing to good im impressed,positive
mind-blowing purchase nice product,positive
very good nice,positive
utterly disappointed product quality is very badit is not getting proper fit to 42 inches led tv as it is small in sizealso not delievered as per mentioned specificationssize is small in cm against mentioned sizerecommend not to buy thistotal waste of moneyinstallation is also not included,negative
terrible product poor,negative
nice product very good product recommended,positive
must buy! its really ossm i like it v much,positive
nice overall looking good but had many scratch at the time of delivery itself quality is not that great but okay kind of thing,negative
worth every penny excellent product also look is so good price also reasonable,positive
pretty good satisfied,positive
worth every penny nice tv unit i used one for my wfm you can whatsapp for video instructions,positive
pretty good too good,positive
terrific purchase good stuff,positive
very good good,positive
wonderful good product,positive
unsatisfactory really poor quality it doesnt even have the shine as shown in the image,negative
terrific easy installation and good quality product product arrived timely and in good condition,positive
classy product wonderful product,positive
simply awesome very nice worthy money,positive
terrific the installation is diy it is easy and very informative chart the wood is very study it has good weight bearing capacity nice and well built,positive
delightful its nice,positive
awesome good nice,positive
delightful good,positive
just wow! product quality is good value for money,positive
super! lovely,positive
brilliant very nice,positive
great product awesome,positive
wonderful good quality for this price,positive
great product very very nice and best delivered and packing was also best,positive
highly recommended outstanding,positive
wonderful best quality products really value for money and easy installation,positive
slightly disappointed it took long time to fix was very small in size specially stand side cant keep much big size show pieceshave to give additional screw found gap after fixing,negative
mind-blowing purchase awesome experience furnifry is the best highly recommend value for money product,positive
terrible product very bad quality,negative
delightful super,positive
terrific super,positive
must buy! excellent prodect,positive
perfect product! nice,positive
super! really a good producut in best price you must go for it,positive
good quality product very good product valu of money things are fine according to money,positive
simply awesome very good product,positive
waste of money! worst experience from flipkart,negative
very good good,positive
super! very nice product and installation very easy only help of one screw driver i have finished with in 30 minute completed and fitted with in minutes very nice item just go ahead naren,positive
highly recommended extremely a good choice,positive
wonderful the product is good as described the quality and finishing could have been better overall my experience is good,positive
worth every penny excellent,positive
terrific awesome,positive
nice no clarity on how to install it on wall installation is very difficult instructions are not good enough to install it by self efforts wood quality is not good,negative
very poor its quality is very bad,negative
really nice very nice,positive
mind-blowing purchase good quality,positive
delightful value for money,positive
worthless money waste product,negative
not good no installation provided had do done it by self ordered brown one and got half brown half black over all design is good quality is averagewe can say as per price,positive
not recommended at all dont buy poor quality,negative
nice product good,positive
classy product good,positive
excellent nice product,positive
expected a better product bad material,negative
super! good product,positive
terrific same as shown in image even the best tv unit at this price,positive
awesome lovely,positive
very good amazing product must buy,positive
perfect product! super,positive
nice product nice products,positive
brilliant awesome,positive
super! super,positive
wonderful good producthere is some scratches here and there,positive
does the job good,positive
worth every penny good product,positive
perfect product! nice g,positive
fabulous! good quality nice product,positive
good quality product v good,positive
simply awesome excellent products as per the price looking very attractive recommended strongly thank you,positive
hated it! bad qulity dont buy,negative
brilliant worth for money,positive
does the job screw is very delicate to hold stand otherwise good product,positive
great product super itam,positive
worth every penny very very very nice its very heavy and gud quality panel thank you so much,positive
worth every penny the quality of the product is good finishing is also excellent space of shelves are enoughoverall a good purchase,positive
excellent good,positive
not good is brand is low quality furtniture,negative
must buy! very nice im happy,positive
useless product very small and for 15k its okey not worth more than ot,negative
just wow! nice value for money,positive
good quality product ossum productreally happy to buy it,positive
classy product simply super,positive
brilliant good product,positive
worth every penny good quality and easy to assemblevalue for money,positive
good choice perfect,positive
awesome even a 65 led is gone well what else is required great product in such a good price,positive
waste of money! bad product,negative
terrific good product happy with the purchase,positive
delightful good product,positive
utterly disappointed waste of money partical board is not in good condition all edges are open edge bonding not donequality of the stand is not goodvery waste,negative
bad quality it is broken in many places wood quality is just worst dont buy it worthless product,negative
best in the market! ossam nd fabulas product nd the ply is so good happy,positive
must buy! excellent,positive
terrific purchase very good product,positive
terrific nice product,positive
nice good,positive
good choice i m happy,positive
good choice good for medium sized room,positive
brilliant majbut furniture,positive
could be way better not good for 43 inch tvquality is just okspacing between shelf is very smalldifficult to install by self,negative
just wow! liked it,positive
just wow! good one,positive
really nice furniture is good quality best,positive
very good value for money,positive
absolute rubbish! the quality of the ply was not good it started bending from middle due to its own weight not recommended,negative
simply awesome excellent worthy for money,positive
terrific fantastic product blindly go fot it just follow the manual provided with the product and assemble it looks perfect for 32 inch mi tv,positive
value-for-money good product,positive
nice product overall good but white surface had stains otherwise heavy and sturdy,positive
wonderful verry good,positive
delightful look good it took 1 hour to figure out how to fix the boxes once fixed very easy to mount on wall lamination little bit fragile so take care,positive
worth every penny wonderfull,positive
delightful good,positive
just okay bad wood,negative
terrific purchase excellent and easy to set i like it,positive
awesome beautiful furniture with sturdy packaging the only doubt is on the two hanging screws which are too small to lift this big and weighty frame for years,positive
worth every penny awesome product,positive
classy product good,positive
brilliant very good,positive
waste of money! one month completed i have raised a complaint still its not been resolvedthe product is picked by the return pick up guysbut still not showing in flipkarts system about the returnvery bad experience,negative
terrific purchase good money worth product,positive
excellent perfect,positive
did not meet expectations poor quality and finishing size bigger than as expected very poor quality zero star,negative
nice good but not best,negative
good quality product according to price product is good its not so hard as real wood although but you buy this because its fullfil your needs,positive
very good happy,positive
fabulous! good,positive
highly recommended nice products,positive
fabulous! super,positive
really nice nice product,positive
worth the money very nice,positive
good good,positive
perfect product! nice,positive
super! ok wood colour kana white chala better,positive
good some parts damaged but ok,positive
good quality product good product,positive
super! amezing beautifulli will suggest very nice product,positive
not good the color of the material is not same as displayed too heavy for wall mounted,negative
great product good as expected same as shown in picture quality is good,positive
value-for-money thank you flipkart,positive
simply awesome best product,positive
good choice this is good go for it,positive
really nice tv stand is very good,positive
delightful super,positive
moderate very dirty and so much scratches present,negative
just wow! fine producy,positive
terrific purchase great product,positive
pretty good very nice but little small for a 40 wall mounted tv,positive
terrible product low,negative
awesome the product has an amazing quality it suits best for 32 or 43 tvs the packaging was great and delivery was well before the delivery dateinstallation guide could be improved as the few important steps were missing in the guide but installation is pretty easy if you have the tools1 important concern i had was about the wall screws provided they were 15 and i bought another set of 2 wall screws to improve the stability of the product for wall mountingother than that the product is,positive
could be way better package good but item internal damage,negative
just okay item damages in transit,negative
simply awesome good product easy to set up,positive
good quality product good product,positive
classy product perfect design for modern tv setup,positive
worth every penny good,positive
value-for-money product is good but demand a delivery boy tips thats why 4 rating,positive
awesome good product,positive
wonderful very nice product easy to install,positive
worth every penny super nice protect,positive
bad quality one inside partition board out of three is damaged and one anchor is missing out of two,negative
wonderful nice and best product best for 32 inch led,positive
unsatisfactory dont buy it it is totally worst and cheap quality accessories for fitting on wall actually after delivery i was some modified in its designe otherwise i returned if you want to buy after my experience then you will make sure for wall mounted supporting steel or iron angles for perfect fitting other than it is wastage of money,positive
fabulous! the best 8n this range thanks flipkart,positive
really nice finishing could have been better,positive
fabulous! excellent,positive
terrific it is a very nice product with a fine finishing compact piecein appearance its look awesome in my leaving room and the price is super affordable i asked carpenter to make similar product before purchasing this and he quot me 20000 which blink my eyes thank you furnifry wooden and of course flipkart only thing that the standing layers shelves are quite smaller should be little more space in order to keep midum size toysshow piceand also nail mounted angel should be all 4 corners,positive
must buy! reviewing after 5 dayswant a show piece for your tv go for it no second thought no need for professional services to install this if you have a measuring device and drilling machine just measure and hang it in the wall i was a bit sceptical before purchasing a ply item from flipkart but ive been customer since many years so i purchased this product by trusting flipcarts policy looks good on my 42 inch tva very good experience and i liked it very much thanks to the seller,positive
pretty good very nice product,positive
expected a better product nice but size is small,positive
pretty good good quality product,positive
does the job broken fly and repairing done at corners,negative
nice product good quality product but installation is little bit difficult,negative
bad quality littel bit defective on from front side,negative
terrific purchase superb,positive
fabulous! wonderful product,positive
bad quality quality is not good as per the price this thing is not a longtime product,negative
decent product product dameg,negative
terrible product demage product,negative
great product excellent pro active service,positive
not recommended at all its very heavy wall screw is very short,negative
awesome simple and sober stand for all size tvstarting from packaging quality to material everything is awsm,positive
value-for-money looking goodcolors combination good but installation work is quite difficult,negative
mind-blowing purchase very nice product,positive
super! nice,positive
fabulous! product is just ultimate beautiful to use thank you flipcart for an amazing product,positive
must buy! good quality finish good compact wall tv unit with proper assembling notes screws are good quality you will need a carpenter to assemble the same and drill holes on wall my family is happy with the purchase,positive
classy product very good quality,positive
really nice although its easy to accumulate the parts of it seeing the instructions but it would have been better if the installation was included with it specially for the drilling things otherwise the tv unit is very good in quality and lookwise,positive
awesome very nice product,positive
decent product not fit in top spirit levelexage rated item,negative
simply awesome thanks very good,positive
really nice nice one,positive
decent product some parts are brokenwhen received,negative
does the job too much scratches,negative
decent product not god as price,positive
absolute rubbish! screws are not strength wall mounting bracket also very week wood quality not good,negative
expected a better product useless product,negative
good choice supper sir thank u,positive
wonderful quality product,positive
fabulous! good,positive
highly recommended its amazing looks very beautiful,positive
nice product good product,positive
worth the money good,positive
delightful good but costly,positive
must buy! nice product delivery on time offordable price,positive
moderate dont buy this not good wood,negative
super! very good and strong product,positive
terrific nyc product,positive
perfect product! good,positive
pretty good good,positive
nice product is good but wood is not good,positive
expected a better product poor board quality,negative
fabulous! top quality product,positive
bad quality west fellows given missed side shlaves and returns policy is there but only damaged or broken option,negative
wonderful the tv unit is best fit for tv size 32 to 40 inchthe quality is good with this price range,positive
could be way better i received cornor damage waste of money there is no neat fitting i booked white but i got grey,negative
really nice very good,positive
waste of money! size is small poor quality high price dont buy,negative
nice its ok ok product,positive
awesome great the quality of the wood is good finishing is also good i would have liked it to be a little taller somekind of mdflaminate on top for longevity and there is very strong mango aroma coming off from the wood so may be mango wood is used,positive
good choice satisfied balance is good light weight,positive
really nice very nice,positive
pretty good terrific perches,positive
perfect product! this small table is really pretty and adds an aesthetic look to your room its quite small and delicate but looks good,positive
simply awesome nice,positive
super! love it cute small table,positive
good grt product,positive
perfect product! small but good decor,positive
highly recommended looking so beautifulgood quality,positive
great product its look so so beautiful,positive
terrific purchase size is little bit smalloverall it looks really beautiful,positive
worthless very smallfinishing is bad,negative
useless product product finishing not good im unable to screw on one legunable,negative
worth every penny must buy,positive
worth every penny good one for the price,positive
utterly disappointed not good so filpcart experience is bad,negative
great product amazing side table,positive
moderate looks very small than expected not that great of a finish looks too flimsy and to plain,negative
wonderful nice product must buy,positive
brilliant good one exactly as seen in pic but can be little sturdy one small push and it will fall otherwise looks cute and serves the purpose,positive
just wow! i purchase it for photoshoot of product and i am sure it is awesome,positive
useless product very disappointed too small not stand properly,negative
super! same as images,positive
very poor top is very poor quality,negative
absolute rubbish! the delivery boy is very polite but the product cant be fixed properly so i try to return its says try later on and on i dont give review usually this is the second time after using and years flikart because i got disappointed on and on these day its okay if you willing to waste money because the product cant be retun returned,negative
unsatisfactory i am trying to return problem from the day i received but m not able to do sotheir customer service is just pathetic no option to call n their computarized open is just worstm just so disappointed,negative
very good its very cute but tiny two bottles will fill the area its also a little disbalanced,positive
terrible product cheap design will serve no purpose at all childish by looks,negative
mind-blowing purchase great one,positive
simply awesome nice product awesome,positive
awesome good looking worth price,positive
just wow! its simply awesome,positive
just wow! best,positive
brilliant gud,positive
decent product so good,positive
simply awesome nice table,positive
great product look good,positive
don't waste your money bad product quality is to bad,negative
really nice value for money looks good and classy,positive
waste of money! please dont waste your money to buy this product very poor,positive
expected a better product small but good,positive
good quality product good,positive
terrific amazing,positive
super! its beautiful,positive
wonderful table is too good its very beautifull,positive
great product amazing,positive
worst experience ever! bad experience,negative
really nice good,positive
fabulous! very nice product,positive
super! good looking value for money,positive
worthless very small sizepld return this product,negative
nice very bad,negative
best in the market! thankyou,positive
terrible product extremely bad product even they cannot provide return for me,negative
awesome so cute,positive
really nice nice,positive
utterly disappointed waste of money,negative
wonderful too good,positive
wonderful very nice,positive
nice product product ia good but size is too small,positive
perfect product! very good quality,positive
excellent good product fully satisfied,positive
good quality product very beautiful but high price,positive
simply awesome the item was satisfactory,positive
perfect product! product is good,positive
mind-blowing purchase damage product,negative
wonderful nice product and nice finishing,positive
decent product one leg wont fit in so,negative
fabulous! nice product,positive
excellent excellent producti just love it,positive
terrific size is very small but quality is good and its cute,positive
bad quality very small dnt purchase,negative
classy product exilent,positive
worthless dont purchase this producttotal waste of money,negative
simply awesome smaller than expected but good one,positive
delightful good,positive
worth every penny good for decoration,positive
bad quality not recommend to buy very low height and feeble,negative
don't waste your money item stand have spherical thread that losing material,negative
worth every penny very good,positive
useless product very very bad not by,negative
super! nycccccc,positive
excellent beautiful table,positive
worth the money delivery it happened before estimated delivery date product quality it is outstanding at this cost value for moneypacking packing is just perfect other review the side shelves are really very small in size the fittings of side panel is perfect fittings of main panel is not so nice the screws for main panel is really small suggestion please improve fittings of main panel need some support in middle too thick screw required over all its an outstanding produc,positive
wonderful delivery delivered before the estimated delivery dateproduct quality it is outstanding at this cost value for moneypacking packing was good other review the side shelves are really very small in size as i ordered grey white white panel was not looking brand new suggestion please improve size of side shelves white panel has to be rapped with cover as it is easily get polluted installation from your team will be appreciated over all its an outstandin,positive
worth the money very good material and great packing quality all fittings is very clean and clear i install by me also thanks,positive
great product great product worth to buy best simply awesome,positive
mind-blowing purchase simple and perfect,positive
worth every penny value of money,positive
worth the money such a wonderful tv unit just amazing thank you flipkart and furnifry furnitureplease provide installation as wellbecause we dont have the drilling machine to do it outside carpenter charge more than 1000 for 2500 product dont know why flipkart changed their policy for installation of furniture,positive
fabulous! super,positive
great product excellent product,positive
best in the market! good product for this range,positive
classy product nice,positive
delightful nice product,positive
really nice easy to install,positive
worth the money product is premium given 2 screw are too small or thin that it cant hold the wall mount i damaged my wall and the product trying to mount it that too with the help of a professional then later was able to do so using wooden wall fillings,negative
simply awesome its look very nice,positive
mind-blowing purchase very nice product,positive
fabulous! simply superb,positive
terrific purchase very nicely thanks,positive
fabulous! cool,positive
wonderful nice product but give more instructions about fittings we just stuck with screws,negative
terrific purchase good product it looks so nice thank you flipkart,positive
absolute rubbish! first and last purchase of a furniture product from flipkart worst quality ever one can provide,negative
fabulous! very nice,positive
good choice best in class,positive
pretty good value for money medium hall looking great then assembled,positive
classy product this was awesome experience with flipkart good quality product paisa vasool,positive
nice product good product,positive
best in the market! excellent producti m very happy,positive
wonderful amazing item thanks flipkart,positive
great product quality of this product is very expensive but i recommend this product to those buyers who have only 3243 inches tvs,positive
wonderful nice product good one,positive
best in the market! very nice product but when it comes to installation it is a diy,positive
super! nice product easy installation with video quality product,positive
super! price worthy nice product,positive
wonderful worth of money for this product and looking very nice thanks to this product,positive
classy product easy installation class design,positive
super! awesome purchase,positive
good choice good product,positive
fabulous! free free to go for it,positive
excellent love that product well and good with this price,positive
hated it! poor in quality,negative
not recommended at all the size side shelves 55 inches less than the specification given in product images shown,negative
worth every penny very very nice product,positive
worst experience ever! very poor quality physical product is very different from advertised product no comparison at all,negative
absolute rubbish! not satisfied with the product first received a broken set returned and received the second set in that also the shelves were broken completely dissatisfied with the product waste of money,negative
classy product good product and value for money and good delivery,positive
very good good but little small sizegood buy,positive
good quality product its really wonderful,positive
classy product very nice product,positive
slightly disappointed quality is ok but width of side shelves is 20 cms which is less than mentioned in description ie 25 cms,positive
terrible product received a damage item side selves are very small also installation has been done my self very very disappointed on flipkart,negative
unsatisfactory got the item with damage in two areas,negative
could be way better not satisfied with the product and the commitment size is too small by as mentioned in the picture measured and found that its length width breadth all less by 3 4 inches looks like toy,positive
terrific purchase value of money packing to good im impressed,positive
mind-blowing purchase nice product,positive
very good nice,positive
utterly disappointed product quality is very badit is not getting proper fit to 42 inches led tv as it is small in sizealso not delievered as per mentioned specificationssize is small in cm against mentioned sizerecommend not to buy thistotal waste of moneyinstallation is also not included,negative
terrible product poor,negative
nice product very good product recommended,positive
must buy! its really ossm i like it v much,positive
nice overall looking good but had many scratch at the time of delivery itself quality is not that great but okay kind of thing,negative
worth every penny excellent product also look is so good price also reasonable,positive
pretty good satisfied,positive
worth every penny nice tv unit i used one for my wfm you can whatsapp for video instructions,positive
pretty good too good,positive
terrific purchase good stuff,positive
very good good,positive
could be way better product was good not damaged but the screws hole was small and assembling was a tedious task,negative
wonderful good product,positive
unsatisfactory really poor quality it doesnt even have the shine as shown in the image,negative
terrific easy installation and good quality product product arrived timely and in good condition,positive
expected a better product quality not upto the mark look for something else,negative
classy product wonderful product,positive
simply awesome very nice worthy money,positive
terrific the installation is diy it is easy and very informative chart the wood is very study it has good weight bearing capacity nice and well built,positive
delightful its nice,positive
awesome good nice,positive
delightful good,positive
just wow! product quality is good value for money,positive
super! lovely,positive
brilliant very nice,positive
great product awesome,positive
wonderful good quality for this price,positive
great product very very nice and best delivered and packing was also best,positive
highly recommended outstanding,positive
wonderful best quality products really value for money and easy installation,positive
slightly disappointed it took long time to fix was very small in size specially stand side cant keep much big size show pieceshave to give additional screw found gap after fixing,negative
mind-blowing purchase awesome experience furnifry is the best highly recommend value for money product,positive
terrible product very bad quality,negative
delightful super,positive
terrific super,positive
must buy! excellent prodect,positive
perfect product! nice,positive
super! really a good producut in best price you must go for it,positive
good quality product very good product valu of money things are fine according to money,positive
simply awesome very good product,positive
waste of money! worst experience from flipkart,negative
very good good,positive
super! very nice product and installation very easy only help of one screw driver i have finished with in 30 minute completed and fitted with in minutes very nice item just go ahead naren,positive
highly recommended extremely a good choice,positive
wonderful the product is good as described the quality and finishing could have been better overall my experience is good,positive
worth every penny excellent,positive
terrific awesome,positive
nice no clarity on how to install it on wall installation is very difficult instructions are not good enough to install it by self efforts wood quality is not good,negative
very poor its quality is very bad,negative
really nice very nice,positive
mind-blowing purchase good quality,positive
delightful value for money,positive
worthless money waste product,negative
not good no installation provided had do done it by self ordered brown one and got half brown half black over all design is good quality is averagewe can say as per price,positive
not recommended at all dont buy poor quality,positive
nice product good,positive
classy product good,positive
excellent nice product,positive
expected a better product bad material,negative
super! good product,positive
terrific same as shown in image even the best tv unit at this price,positive
awesome lovely,positive
very good amazing product must buy,positive
just wow! tv unit is goodbut had to put bombay screws for a better fitting since it is based on 2 main screws which is not sufficientoverall good in this price,negative
perfect product! super,positive
nice product nice products,positive
brilliant awesome,positive
super! super,positive
wonderful good producthere is some scratches here and there,positive
does the job good,positive
worth every penny good product,positive
perfect product! nice g,positive
fabulous! good quality nice product,positive
good quality product v good,positive
simply awesome excellent products as per the price looking very attractive recommended strongly thank you,positive
hated it! bad qulity dont buy,negative
brilliant worth for money,positive
does the job screw is very delicate to hold stand otherwise good product,positive
great product super itam,positive
worth every penny very very very nice its very heavy and gud quality panel thank you so much,positive
worth every penny the quality of the product is good finishing is also excellent space of shelves are enoughoverall a good purchase,positive
excellent good,positive
not good is brand is low quality furtniture,negative
must buy! very nice im happy,positive
useless product very small and for 15k its okey not worth more than ot,negative
nice some scratches r there,negative
just wow! nice value for money,positive
good quality product ossum productreally happy to buy it,positive
classy product simply super,positive
brilliant good product,positive
worth every penny good quality and easy to assemblevalue for money,positive
good choice perfect,positive
awesome even a 65 led is gone well what else is required great product in such a good price,positive
waste of money! bad product,negative
terrific good product happy with the purchase,positive
delightful good product,positive
utterly disappointed waste of money partical board is not in good condition all edges are open edge bonding not donequality of the stand is not goodvery waste,negative
bad quality it is broken in many places wood quality is just worst dont buy it worthless product,negative
best in the market! ossam nd fabulas product nd the ply is so good happy,positive
must buy! excellent,positive
terrific purchase very good product,positive
terrific nice product,positive
nice good,positive
good choice i m happy,positive
good choice good for medium sized room,positive
brilliant majbut furniture,positive
could be way better not good for 43 inch tvquality is just okspacing between shelf is very smalldifficult to install by self,negative
just wow! liked it,positive
just wow! good one,positive
really nice furniture is good quality best,positive
very good value for money,positive
absolute rubbish! the quality of the ply was not good it started bending from middle due to its own weight not recommended,negative
simply awesome excellent worthy for money,positive
terrific fantastic product blindly go fot it just follow the manual provided with the product and assemble it looks perfect for 32 inch mi tv,positive
