awesome great product with an overall performancesufficient volume with crisp clear sound clearitydoesnt burst out noise even at higher level superb bassbeing an indian brandhad not expected this but it has very good sound qualitydont hesitate go for itgreat deal in this budget,positive
value-for-money very strong perfumes excellent but delivery is too late,positive
terrific purchase this perfume has an amazing fragrance and it lasts very long its so good if u try it once you will use it more its fragrance is so strong and intense i love it,positive
unsatisfactory worst quality,negative
horrible worst product doesnt buy its waste of money thats why this product added under no return policy unable to stop leakage in one or two flow,negative
simply awesome good mobile,positive
worth every penny nice product,positive
simply awesome nice,positive
terrific purchase amazing perfume,positive
simply awesome wow so wonderful,positive
simply awesome good,positive
wonderful good,positive
wonderful quality is good but size small,positive
did not meet expectations this product is worth like 50 dont buy this product,positive
terrific overall very good,positive
fabulous! number one product,positive
brilliant it is now my daily essential and get my daily backup faster than ever,positive
terrible product poor,negative
classy product product is good and it charging so fast im satisfied with this product,positive
worth the money good product,positive
terrific nice,positive
best in the market! good product smallest container is the best part medium ones blending bled is not up to d mark but it works properly happy,positive
must buy! owssome very clear sound good battery backup nice basssss good choice for base lovers,positive
wonderful nice,positive
wonderful vry good product,positive
highly recommended nice product,positive
great product good product good price,positive
wireless range is good best so far easy to setup as well its upto 300mbps top speed also i use in act broadband work smooth,positive
best in the market! so good,positive
not specified nice,positive
terrific purchase too good,positive
nan good,positive
delightful sound and quality is good but bass is not much effected which i want or aspected from sony mega bass its normal bass not mega basssss,positive
simply awesome value for money,positive
simply awesome very good quality productvery nice thank you flipkart,positive
wonderful very good product velu for many,positive
awesome good,positive
highly recommended excellent product very well packed delivered on time with no damage thank you flipkart,positive
highly recommended its good,positive
very good nice one,positive
value-for-money good product,positive
perfect product! good,positive
value-for-money good,positive
perfect product! very good product at this price range happy with the sound quality bass is too good,positive
wonderful value for money,positive
not specified nice,positive
don't waste your money return policy not available product quality very bad,negative
worth every penny awesome product,positive
best in the market! good,positive
good choice good,positive
brilliant nice,positive
fabulous! its a very good product powerfully motor only minus point is coconut crashing its not properly crash coconut can i get a feee demo,positive
worth every penny best,positive
simply awesome good quality,positive
not specified very nice good,positive
wonderful very nice smell and stay long time,positive
wonderful my review after one week of mi tv installation and it is awesome watching experiencedisplay it plays hd and 4k videos very well watching daily soaps or movies on hd channels is goodsound its good but i would prefer connecting 51 speakersconnectivity no buffering or connection issueshd videos play well without any lag provided u have a good internet connection,positive
worst experience ever! break shoo very worst quality fitting very worst,negative
good choice worthy,positive
terrific waoooo,positive
not specified its really good at this price go for it,positive
nan very bed shoose,negative
brilliant awesome,positive
nan too small belt,neutral
not specified very poor quality,negative
good quality product nice,positive
nan nice product,positive
absolute rubbish! worst product,negative
highly recommended very good product,positive
nan good,positive
just wow! best for beginners kudos to flipkart for early delivery,positive
brilliant very nice,positive
worthless worst product,negative
just wow! best ipad within ones budget arrived in a well packed secure box also received a call from the seller to confirm the deliverybattery lasts a very long time and is a good device for even heavy duty gaming work etc as its 102 inch screen is apt,positive
not specified good,positive
worth the money good product,positive
good choice writing this review after 1 months of uses pros sounds quality is good in this price range design is good and very handy voice recognition is good you can as a bluetooth device or you can stream directly from spotify or youtube music acts like alexa not much differenceyou can control you tv lights and other smart stuffs cons main issue is it should always be plugged in to play songs cant use it as a wireless device voice recognition is kind of lagging in case background no,positive
excellent supperbb supporter fit and mst,positive
terrible product quality is not good,negative
worth the money suprb,neutral
mind-blowing purchase good,positive
wonderful nice,positive
terrific good quality packing is too good,positive
don't waste your money worst product stopped working after 45 times usage within a week,negative
wonderful good product,positive
great product just wow,positive
worst experience ever! stopped working in 1 month,negative
don't waste your money verry bad product,negative
simply awesome good product,positive
classy product best in class,positive
not specified very beautiful dress for summers,positive
nan best product,positive
really nice works wellshows correct readings,positive
mind-blowing purchase gud,positive
wonderful nice product at reasonable cost,positive
must buy! i am so happy super kajalit is so soft and looking beautiful,positive
not good heavy noise,negative
simply awesome works well,positive
just wow! very nice,positive
really nice good provide safety,positive
nan nice,positive
nan very nice 7 ya 8 years,positive
highly recommended good,positive
good quality product good,positive
wonderful nice,positive
super! very nice,positive
nan nice product,positive
hated it! after seeing all the reviews i have bought this fan but this fan is not synching with remote properly and the fan get stop while running in between and restart by itself and the fan is producing some sound while rotating but the fan air is good had much expectations which didnt met even the remote is not functioning properly,positive
worth the money very good product really nice value for money and awesome experience faster processor,positive
wonderful nice,positive
fabulous! awsome product from flipkart,positive
just okay good,positive
worth the money good,positive
worth every penny today i fit my gorila fan date is 22022020according to me today i watched it super greatbut dont know how long it will run if it give me long life i promise again i will buy 2 piece bcz i really like its power consumption and remote led look gives my room a great look i wish it will run long time start date 22022020ok lets seeeverybody i want to say no tention easily purchase itgreat fan ofcourse i will buy another one,positive
nan shorts r very comfortable but looking old model but color super,positive
excellent i loved it,positive
worth every penny really awesome product,positive
not specified not good product,negative
very good very nice,positive
fair good but very soft,positive
must buy! good product,positive
nan superb,positive
fabulous! very good product even the delivery is also good i can blindly trust flipcard,positive
delightful good refrigeratorbeautiful design and all,positive
terrific purchase very good product,positive
wonderful superbnice packinggood quality,positive
fabulous! good,positive
not good only few print in this cartridgethen end,negative
nan it is nice a birthday gift for my person my love my mother,positive
delightful this laptop is best laptop for in our badgets rtx 350 amd ryzen 5,positive
just wow! excellent,positive
value-for-money nice,positive
best in the market! fantastic product,positive
just okay its ok but verry small size quality good,neutral
best in the market! nice really worth,positive
not specified top very good but pant is bad 1 wash dolphin is fade,neutral
terrific nice,positive
wonderful installation delayed otherwise it is a very good product,positive
mind-blowing purchase good product,positive
fabulous! superb productyou wont feel like you have wasted moneyreally a best one to gift little ones,positive
best in the market! nice,positive
just okay good,positive
brilliant awesome and good quality and packing also very very good,positive
highly recommended awesome,positive
terrific quite good as expected,positive
great product good,positive
delightful awesome product from urban terrain and valued added service along with purchase of cycle is most interesting part after purchase of cycle i got immediate service support free app of cult sport where i received best fitness support like cardiac exercise diet consultation free of cost from pooja madam full diet plan for the week from ms pooja is one of wonderful support i got which will help me in reducing my weight and tummy fati am thankful to flipkart and urban terrain for providing,positive
great product nice product,positive
slightly disappointed nice but heat upper side alot and the installation man is illiterate person he dont no anything about this product only he connected the switch thts it,positive
good quality product 2tb good nice,positive
brilliant good,positive
great product good product,positive
best in the market! so nice,positive
terrific purchase must have at home super easy to operate,positive
wonderful very nice fain,positive
excellent nice,positive
nan good,positive
not specified very good,positive
really nice not so well built but as per price its really cool,positive
useless product no connection its bad product,negative
wonderful nice,positive
worst experience ever! very bad product he is lair very very bad product dont bye aney one,negative
highly recommended liked it,positive
simply awesome nice i love it go for it,positive
awesome same as product shown,positive
best in the market! nice quality,positive
mind-blowing purchase very good,positive
wonderful very nice product,positive
brilliant really very very nice so soft so comfortable,positive
not recommended at all hindware products useless,negative
nice product good celling fan,positive
nan ok,positive
nan nice,positive
classy product very nice product value for your money,positive
waste of money! was broken,negative
value-for-money good,positive
fabulous! good quality charger using to charge my iphone 12 30 to 80 in 30 mins 0 to 100 in 15 hrs no heating issue,positive
mind-blowing purchase best quality in beat pricethank you flipkart,positive
terrific simply awesome,positive
just wow! good product i purchased at 5399,positive
great product faster delivery by flipkart as alwaysgood product,positive
not specified too bad in quality,negative
nan nyc,positive
good choice very nice i got it just 320,positive
terrific purchase very good product,positive
super! very good,positive
just wow! worth it highly recommend guys,positive
good quality product its really wonderful,positive
decent product worthable price,positive
fabulous! works perfectly fine charging time has reduced by almost an hour for my a52 very satisfied and would definitely recommend it,positive
decent product very cumbersome design from inside very tough o clean from inside one panel is not working properly tried to return but engineer visited in absence of me and has not fitted it properly,positive
best in the market! great picture quality,positive
classy product excellent product battery performance is excellent,positive
nan okay,neutral
nice alexa is much better,positive
wonderful ok,neutral
worth the money really good product money worth,positive
best in the market! great 1,positive
mind-blowing purchase best decision i ever took smooth as butter performs like a beast,positive
simply awesome i love it size is perfect looking so beautiful,positive
mind-blowing purchase product is awesome but service of flipkart is very poorno one came for installation of led and date of installation is also expired and they told me to wait for 48 hours or 5 days product is good but i prefer another app for shopping,positive
wonderful right now it look good well see with time how it goes,positive
fabulous! very good product good quality no any complan,positive
highly recommended very very nice,positive
terrific purchase nice product,positive
nan adorable product for me black trouser black shirt blue blazzer and white causal shoe best combination,positive
simply awesome very powerful laptop and if you have 60k budget definitely go for this laptopand delivery was also very fast,positive
terrific excellent product very good washing quality eventhough heater is absent its been only a week though whts important is how durable it is,positive
perfect product! god,positive
nan superb,positive
nan good,positive
great product good compact juicerfast process of extracting juice and that too in large quantity the stylish juicer can be cleaned instantlythis smart and compact juicer increases the beauty of your kitchenonly concern is for cleaning every time you have to dismental completely,positive
terrific very good,positive
awesome perfect price and perfect qualitythose who need to extend the wifi at drad zone just make sure that this mechine have to catch atleast 3signal on ledother wise nothing happened in this price range its absolutely ok,positive
awesome very good product,positive
perfect product! best,positive
just wow! value for money,positive
good choice good product but some metal piece are of different size,positive
worth every penny very good at this price must buy worth of money,positive
very good good,positive
brilliant awesome,positive
perfect product! good product,positive
good choice nice,positive
nice the product is nice picture clearity is little low,positive
worst experience ever! poor packin poor material,negative
not specified very good product,positive
worth every penny good product,positive
nan value to money best deal quality of cloth is also very premium,positive
nan very bad quality,negative
moderate very poor,negative
must buy! good,positive
absolute rubbish! alexa is far better,positive
simply awesome use full mast,positive
wonderful i am fully satisfied from this cooler,positive
nan this is very beautiful product,positive
just wow! good product fast delivery must buy product,positive
best in the market! i like this product and the packing was nice the sound quaility is good under 7999bass is punchy to hearthe product came safely to me without any damage my expectation were true so u can also buy this product boataavantebar2000,positive
awesome original ink cartridge,positive
wonderful good quality of books,positive
pretty good it looks very cool i am so liking it,positive
decent product very good this prudot and i am happy very comftelb this product and thank flipcart love you and sell man and insction man making this product very neet and clean work,positive
not good very poor wash quality,negative
delightful good product,positive
really nice owesome product initially there will slight heating for while dont be panic inverter will handle it best suited for 123 bhk houses which costumes max of 1000 watts in an hour,positive
best in the market! good,positive
wonderful very light weight i loved it easy to use im so happy with this products thnc u flipkart,positive
really nice good product,positive
did not meet expectations extremely slow chargerit jiuce up on 20 in 1 hourlook like a stone age product,negative
good choice gud one,positive
nan its a good and comfortable,positive
not specified product quality is very poor,negative
great product must buy productif you are looking for cushions,positive
awesome good,positive
good choice all is well but there is an issue with battery backup in full volume battery runs only about 1 hour but at 70 or 80 percent volume runs about 4 to 5 hours and sound is very clear and very impressive also bass is best in this segment,positive
good choice nice product thanks for flipkart,positive
absolute rubbish! very low volume,negative
excellent superb product,positive
really nice otg is good have used it for nearly 1 month it works well,positive
not specified this is good,positive
not recommended at all very bad,negative
must buy! nice good item,positive
fabulous! nice clock,positive
just okay good,positive
must buy! so nice product nice installation,positive
terrific good product,positive
worth every penny very good,positive
pretty good nicedoes the job welllets wait to review after 2bd week usage,positive
best in the market! good product,positive
terrific purchase top and best product,positive
terrific thanks to flipkart and delear for genuine product,positive
does the job nice,positive
classy product fully satisfied with the oven best buy in the price segment with capacity way more than the other companies offer,positive
good quality product cloth is nice but size is small,neutral
does the job nice,positive
nice product not gud,negative
good average product,neutral
fair overpriced and not a very good finish on the coolers plastic bodyotherwise its fine,negative
slightly disappointed bamboo plant not good,neutral
value-for-money nice,positive
good quality product according to price product is good its not so hard as real wood although but you buy this because its fullfil your needs,positive
brilliant super product,positive
decent product good,positive
good quality product nice,positive
worth every penny kajal is nice i like it very much,positive
nan very good nice product,positive
fabulous! super product,positive
best in the market! good product thanks flipkart,positive
nan not good,negative
useless product the product manufacturing date is very old its apr 2010purchasing item in sale doesnt means the item should be very old,negative
nan so bad clothes,negative
best in the market! best,positive
nan super but color is very baddelivery boy very very friendly,positive
super! nice one really like the fragrance and the premium packaging its so long lasting worth of money,positive
must buy! super,positive
simply awesome good shoes,positive
mind-blowing purchase best ever product but no aux cable in box to connect tv,neutral
great product must buy,positive
mind-blowing purchase solid product supper and osam,positive
perfect product! such a product after buying it you will never regret,positive
nan its very good without second thought go for this guys,positive
great product ok ok,neutral
nan superb quality looks good,positive
not good big problem is headphones not saport in this tabonly blootooth headphones saport,negative
good not bad flipkart delivered the item before expected time shown during order and product quality is not that much good but as time you cant expect more this price range i would say its good deal at all if you are looking for much superior quality product then this not for you guys,positive
highly recommended best fan in such a price range,positive
nan not so goodquality is poor,negative
simply awesome as expected a powerful mini soundbari have been using blaupunkt 16w soundbar for a while and on the very first day of sale i purchased this product1fabulous2 21ch works perfect3 the connectivity range is really food tried upto 20ft4 battery backup is good5 sound clarity is good6 bass is decent7 can also be connected to smart tv through bluetooth8 aux performance is very goodconsno hdmi portno fm,positive
brilliant happy,positive
nice product low price best soundbar vera level,positive
really nice almost good sound quality with bass i love it,positive
worth every penny very good and worth of money,positive
terrible product its so small not a value for money,negative
worth the money nice product,positive
good choice good product,positive
classy product good,positive
brilliant its very nice product from me i give it five star and it is very very nice so please buy it,positive
good choice good,positive
mind-blowing purchase good and satisfying,positive
good choice nice,positive
worth every penny very good,positive
great product such a awesome product go for it,positive
nan in this price the shoes is very good buy it dont check the reviews guys,positive
nan not bad,neutral
don't waste your money avoid buying it,negative
mind-blowing purchase nice,positive
nan pretty good,positive
classy product nice,positive
fabulous! very good for steaching and designing,positive
terrific purchase very good machine,positive
classy product very good,positive
nan its oky,neutral
useless product wood is of poor quality packaging is not safe better to avoid this product,negative
simply awesome perfect,positive
brilliant nice product,positive
good choice good tv at low budget and nice connectivity but dont know about service it provides hope it should nice enough to make best tv in this range,positive
terrific purchase nice product,positive
highly recommended marvellous products,positive
must buy! good product like this price its awesomelove you samsung,positive
great product ok,neutral
terrible product cheaper quality wasted money,negative
perfect product! great product,positive
excellent verry verry useful product its a verry high quality product thanks for the seller thats whay the flipkart is so popular,positive
fabulous!awesome smart home device with display. love it. size is little small as extpected but very good enough to make a home smart can see your tube videos netflix videos also can see the song cover playing from any app want to buy another when offered in flipkart again,positive
best in the market! super,positive
really nice speed is 35mbps to 40 mbps i got it for under 7k which is a very good deal for a 5 tb hdd actual storage available is 45tb,positive
good good product,positive
worth every penny very nice good,positive
delightful make heat while running,negative
brilliant super,positive
nice product good product,positive
good the product is good in condition packing was impressive but the bottle size is a little short it wasnt as big as i thought over all the product is good,positive
nan good,positive
highly recommended nice product and delivery very fast i m very happy to purchase this product throu flipkart,positive
not specified i loved it,positive
super! nice,positive
terrific nice,positive
absolute rubbish! dont buy this product,negative
horrible sound coming from fan while running and the speed of running is worst iam not satisfied,negative
nan nyc,positive
worst experience ever! waste quality,negative
pretty good ok nice,positive
must buy! nice,positive
fabulous! good,positive
perfect product! very good product value for money,positive
wonderful super for boys it is very good i love it superrrr,positive
fabulous! must buy,positive
best in the market! vry nicemy daughter loved it,positive
simply awesome very nice,positive
classy product very good product worth of money,positive
highly recommended excellent product mixer condition is very nice juicer works efficiently worth full product,positive
nice good,positive
best in the market! whole experience from the flipkart app was nice and become hassle free,positive
fair overall product is goodbut color is not goodit will erase,neutral
waste of money! waste product i never seen before,negative
worth every penny very good product,positive
worth every penny excellent product1st build quality very good 2nd fast charging good 3d value for moneygood overall performance,positive
just wow! works well the outer body becomes hot but it does it works can save money spent on breads cookies n pizza,positive
nan good,positive
fabulous! perfect,positive
great product nice,positive
terrific purchase nice,positive
value for money good product delivered on time value for money and worth to buy it used the product and found very useful for heating purpose,positive
brilliant good condition and all loved it,positive
absolute rubbish! wash very bad cloth wash time not increase and decrease,negative
nan nice,positive
pretty good okk,neutral
pretty good good product,positive
terrific purchase 20 ml liquid food colour with a droper its good,positive
not specified nice,positive
terrific purchase this is a good laptop 512ssd8gb ram4gb rtx graphics are the best in the sell price go for it but the only problem is with fun and heating issue if you can manage it it is the best offer at 63k,positive
simply awesome good,positive
must buy! nice,positive
not specified colour nice but neak size small not fitting neak properly,positive
fabulous! its realy good,positive
nan nic product very good quality,positive
fair useful,positive
classy product best product ever,positive
perfect product! its nice product works well i have not tried connecting my phone yet heating of device depends how long its used i have connected both cable and this stick at two different hdmi port so i can switch it overall satisfied simple way to get cinnected to net thanks,positive
really nice nice curtain nd quality also good,positive
terrific very good product,positive
wonderful super,positive
fair best sound bar,positive
great product nice product by boat i previously used iball and motorola pulse escape but both broke down though these headphones by boat doesnt look that durable but they are working good for me not broken yet but yes the material is plastic and shiny like toys otherwise battery backup is superb no need to charge for days for ocassional user good for playing games though mic seems not to carry our sound to other persons but listening quality is good also it connects very easily with mobil,positive
mind-blowing purchase good product,positive
terrific purchase excellent,positive
slightly disappointed not good,negative
expected a better product its fine does the work cap looks old and worn out but serves the purpose,negative
perfect product! not a bad option for something that is this cheap i bought additional steel angles to reinforce the table,positive
nan so beautiful watch,positive
unsatisfactory product is faulty liquid to test is not available so testing was not possible could not complete the test test kit purchased through other mode was complete and in good condition,negative
simply awesome good,positive
must buy! very good,positive
simply awesome excellent,positive
classy product best,positive
did not meet expectations worst installation ever from boschthey did not install properly and i ordered 1 month back still not used single day and not able return the product,negative
good quality product good,positive
mind-blowing purchase spectacular,positive
simply awesome delevery man is very good,positive
wonderful good product,positive
good quality product nice product,positive
really nice nice folding study table little bit heavier and strong but pricing is little bit higher,positive
must buy! nice and value for money,positive
terrific nis,positive
nan very nice,positive
great product awesome product,positive
best in the market! hmmm nice product,positive
excellent looking cute ordered 15l it can server for 4 peoplebut only one bowl is providedbought it for 1250,positive
super! nice product,positive
mind-blowing purchase nice,positive
nan nice quality nice product thanks you flipkart,positive
mind-blowing purchase let me give a detailed review about the product first of all delivery and demo were great and before the expected time the demo person did give a detailed description of the features available and was polite and humble the ifb 23 ltr convection microwave is the best and in the best price provided by flipkart i saw many people told that the microwave is small but it is just perfect size for everyone who is gonna buy microwave for the first time such a nice product and service by i,positive
nan very nice product go for it,positive
mind-blowing purchase the product is ver nice juicer works wellas also,positive
value-for-money good product,positive
unsatisfactory very bad product not connecting,negative
not specified handsome pic,positive
nan good,positive
does the job wire conection problem tank are not full when fill with water,negative
terrific very good product,positive
good quality product value for money,positive
decent product after using in 1 month joints get slightly apart dont know why have anybody seen this in their product also,neutral
perfect product! awesome product nothing 5o complain does the job exceedingly well,positive
worth every penny best product i like this this is very useful for cleaning vesselsand the material is also good,positive
nice product fantastic,positive
just wow! very good,positive
value-for-money thanku flipkart product is good,positive
very good decent design mobile,positive
fabulous! very nice,positive
nan comfortable,positive
not specified very very bad product dont buy,negative
fabulous! nice,positive
really nice it would have been a best device if it would have a bluetooth connection,positive
not specified good dress and colour,positive
terrific purchase very good product,positive
nan very nice product,positive
mind-blowing purchase nice book,positive
nan product is good bt according to size thighs are bit tight,positive
simply awesome good,positive
perfect product! awesome product,positive
nan this is bad product west money,negative
awesome wonderful,positive
unsatisfactory worst product,negative
super! nice product,positive
simply awesome in this price range very good sound quality,positive
expected a better product poor quality,negative
terrific purchase using with my tv and build quality is solid looks are elegant feels like premium aux bluetooth and memory are working perfectly fine sound is on a decent side no too much bass good buy,positive
worth the money nice,positive
good quality product i am giving 4 stars for this product after using for 10 days,positive
just okay premium quality but memorial keyboard its not machanical keyboard a good point is it has per key rgb light,negative
perfect product! best,positive
nan poor quality,negative
wonderful nice,positive
wonderful good product,positive
nan v good product,positive
simply awesome very nice product,positive
must buy! awesome,positive
terrific purchase not bad,positive
nan osm product best quality in this price,positive
best in the market! good,positive
worth the money good,positive
terrific nyc,positive
must buy! good,positive
slightly disappointed the product received was damaged im giving it two stars just because the quality of the product was good three small cups were broken but i had to gift it to someone on the same day we received packaging the packaging was really bad,negative
classy product value fr money,positive
worth the money good,positive
fair k good,positive
terrific very good,positive
excellent very nice,positive
simply awesome its a very good skateboard,positive
nan not satisfied,negative
wonderful very niceeasy to use,positive
good choice finally this is the good product i recieved,positive
just wow! a very useful gadget i am now streaming all my content on my tv it saved me a packet by not buying a new smart tv thank you google,positive
